,context,id,identifier,image,note,reading,sign,tablet
11602,d.É-kur-ri-tu4,768,c112cd07-cb07-40cf-bb3f-f0c38ecba9fa,glyph_img/c112cd07-cb07-40cf-bb3f-f0c38ecba9fa.png,,ri,167,39
11603,d.É-kur-ri-tu4,767,410c9e48-f3d3-4b7f-81c6-306b226b58d2,glyph_img/410c9e48-f3d3-4b7f-81c6-306b226b58d2.png,,kur,230,39
11604,é,766,f96cce49-6c03-4eec-a7f3-f3aabc3737af,glyph_img/f96cce49-6c03-4eec-a7f3-f3aabc3737af.png,DN,é,136,39
11605,Bar-sìp.KI,765,9bc1826a-548a-4503-a0a0-2016922444cc,glyph_img/9bc1826a-548a-4503-a0a0-2016922444cc.png,,sìp,88,39
11606,bar-sìp.KI,764,6d1c3ba5-2e10-44d1-a026-d3761aa82d53,glyph_img/6d1c3ba5-2e10-44d1-a026-d3761aa82d53.png,GN,bar,1,39
11607,ina muh-hi,763,efcc7c24-c751-4549-ba0e-41ec282f5386,glyph_img/efcc7c24-c751-4549-ba0e-41ec282f5386.png,,hi,141,39
11608,ina muh-hi,762,f12f163a-8a5d-44e4-931a-25c9ce094a89,glyph_img/f12f163a-8a5d-44e4-931a-25c9ce094a89.png,,muh,187,39
11609,šá,761,4020d41a-0c7f-41cf-a45d-62d5e68c075b,glyph_img/4020d41a-0c7f-41cf-a45d-62d5e68c075b.png,,šá,11,39
11610,TA,760,7e4604da-ab80-40e2-b49b-6a43ba96081b,glyph_img/7e4604da-ab80-40e2-b49b-6a43ba96081b.png,,TA,154,39
11611,ÉRIN-ni-šú,759,c7c62016-10b7-4138-92d4-1f7cabcbe4cd,glyph_img/c7c62016-10b7-4138-92d4-1f7cabcbe4cd.png,,šú,113,39
11612,ÉRIN-ni-šú,758,0d7c9025-854b-4d0b-96c4-a2a208d1b7da,glyph_img/0d7c9025-854b-4d0b-96c4-a2a208d1b7da.png,,ni,210,39
11613,de-ke-e,757,5b5cfd8c-fada-4241-8206-0bdda6231962,glyph_img/5b5cfd8c-fada-4241-8206-0bdda6231962.png,,ke,193,39
11614,de-ke-e,756,2849675b-db3a-4747-bb01-156fbd6dde94,glyph_img/2849675b-db3a-4747-bb01-156fbd6dde94.png,,de,192,39
11615,a-na,755,49e9ceff-21de-460e-909f-de16349d2d22,glyph_img/49e9ceff-21de-460e-909f-de16349d2d22.png,,na,172,39
11616,ú-na-a-tú,754,227a3cc9-7a29-4c61-8ec7-c31bcadca301,glyph_img/227a3cc9-7a29-4c61-8ec7-c31bcadca301.png,,ú,124,39
11617,ia-šu-bi-i,753,64e15f64-49f9-43ec-af75-16a5572230de,glyph_img/64e15f64-49f9-43ec-af75-16a5572230de.png,ašibu,i,155,39
11618,ia-šu-bi-i,752,22d4dfb2-db08-4737-bc70-c74f61602697,glyph_img/22d4dfb2-db08-4737-bc70-c74f61602697.png,ašibu,šu,135,39
11619,ia-šu-bi-i,751,957a0eef-12cc-453c-a7b9-a84ddc3ac3b6,glyph_img/957a0eef-12cc-453c-a7b9-a84ddc3ac3b6.png,ašibu,ia,222,39
11620,[x]-'a,750,086c6c8b-a772-4ba1-bfe6-15c6c111617a,glyph_img/086c6c8b-a772-4ba1-bfe6-15c6c111617a.png,plural ending of verb,a,142,39
11621,GAZ-ma,749,b83e9dc4-bdc1-4716-bdf6-567d72621c27,glyph_img/b83e9dc4-bdc1-4716-bdf6-567d72621c27.png,,ma,133,39
11622,MU-a-tì,748,41abeb10-56e7-4977-97fc-29c7f67d85f0,glyph_img/41abeb10-56e7-4977-97fc-29c7f67d85f0.png,,tì,166,39
11623,MU-a-tì,747,58f2cc74-f21d-47dd-a888-221c841f4fc9,glyph_img/58f2cc74-f21d-47dd-a888-221c841f4fc9.png,,a,107,39
11624,MU-a-tì,746,8fae79fd-8620-42fc-a1e6-8c2b3f35e829,glyph_img/8fae79fd-8620-42fc-a1e6-8c2b3f35e829.png,,MU,174,39
11625,URU MU-a-tì,745,b79699e4-72a0-4d9f-9bb7-d54b0e08b3f9,glyph_img/b79699e4-72a0-4d9f-9bb7-d54b0e08b3f9.png,,URU,216,39
11626,bi-ra-[x],744,adbdc5b9-79fb-4e1a-878a-da13b9d7d464,glyph_img/adbdc5b9-79fb-4e1a-878a-da13b9d7d464.png,,ra,127,39
11627,bé-re-e-tú,743,fe2ead4a-5c4a-42e5-a68c-eda0e24d4fdb,glyph_img/fe2ead4a-5c4a-42e5-a68c-eda0e24d4fdb.png,,tú,138,39
11628,bé-re-e-tú,742,79497f19-a16f-4caa-a9bb-859799913ce3,glyph_img/79497f19-a16f-4caa-a9bb-859799913ce3.png,,e,119,39
11629,bé-re-e-tú,741,c6b3b0fd-e4c4-4c13-b513-9e5517ae3d09,glyph_img/c6b3b0fd-e4c4-4c13-b513-9e5517ae3d09.png,,re,167,39
11630,be-re-e-tú,740,380821d7-693c-4d5a-a7e7-64af3d777c46,glyph_img/380821d7-693c-4d5a-a7e7-64af3d777c46.png,,be,93,39
11631,u,739,9b6bbbdf-f460-441a-89a1-7c06d694441b,glyph_img/9b6bbbdf-f460-441a-89a1-7c06d694441b.png,,u,186,39
11632,HI.A,738,77917ddc-dc51-463b-9106-0781f486caca,glyph_img/77917ddc-dc51-463b-9106-0781f486caca.png,,HI,141,39
11633,[ANŠE.KUR].RA.MEŠ,737,fc663ad6-df0b-4978-942b-601995ddbabc,glyph_img/fc663ad6-df0b-4978-942b-601995ddbabc.png,,MEŠ,115,39
11634,DÚG.GA,736,a37641fa-e177-4354-977a-ec8d75e54782,glyph_img/a37641fa-e177-4354-977a-ec8d75e54782.png,,DÚG,141,38
11635,ul-tu,735,5807c692-57f9-43f9-93e0-6141e8a3c17c,glyph_img/5807c692-57f9-43f9-93e0-6141e8a3c17c.png,,tu,176,38
11636,ul-tu,734,878f4319-521c-4b76-8c03-c18bc9afd8de,glyph_img/878f4319-521c-4b76-8c03-c18bc9afd8de.png,,ul,189,38
11637,na-ad-nu,733,9e988317-2602-4db3-9ac9-f0cb36cf01cb,glyph_img/9e988317-2602-4db3-9ac9-f0cb36cf01cb.png,,na,172,38
11638,na-ad-nu,732,25856f2f-8b75-42e7-ad33-e24c4db187e4,glyph_img/25856f2f-8b75-42e7-ad33-e24c4db187e4.png,,ad,157,38
11639,šá,731,e46596d2-368c-44c6-a56f-16d66a223246,glyph_img/e46596d2-368c-44c6-a56f-16d66a223246.png,,šá,11,38
11640,šu-uṣ-bu-ut-tu4,730,5b1ea83c-b311-456d-850a-921a80eeb494,glyph_img/5b1ea83c-b311-456d-850a-921a80eeb494.png,,ut,138,38
11641,šu-uṣ-bu-ut-tu4,729,bbba0877-71fb-4f20-9367-705923eeb18d,glyph_img/bbba0877-71fb-4f20-9367-705923eeb18d.png,,tu4,164,38
11642,šu-uṣ-bu-ut-tu4,728,537b2ecc-94c2-4e9f-87b0-4eb19b4622aa,glyph_img/537b2ecc-94c2-4e9f-87b0-4eb19b4622aa.png,,bu,137,38
11643,šu-uṣ-bu-ut-tu4,727,0952bcb2-ca1c-4ae3-9399-3aced5628e4c,glyph_img/0952bcb2-ca1c-4ae3-9399-3aced5628e4c.png,,uṣ,102,38
11644,šu-uṣ-bu-ut-tu4,726,b244b3c2-4890-4d02-9683-d763a02acd8c,glyph_img/b244b3c2-4890-4d02-9683-d763a02acd8c.png,,šu,135,38
11645,É.GAL,725,691ffcd4-e2dc-4bca-a5ad-784b0f7c6fab,glyph_img/691ffcd4-e2dc-4bca-a5ad-784b0f7c6fab.png,,É,136,38
11646,É.GAL,724,2e936e7b-ac53-4b9f-b6da-e762dbb4cd3a,glyph_img/2e936e7b-ac53-4b9f-b6da-e762dbb4cd3a.png,,GAL,73,38
11647,ú-še-li-ma,723,39b4de05-6354-4e82-ba79-a5c7aefe1be6,glyph_img/39b4de05-6354-4e82-ba79-a5c7aefe1be6.png,,ma,133,38
11648,ú-še-li-ma,722,dfc695a1-f358-4f1f-88ab-355fb4ba8c8e,glyph_img/dfc695a1-f358-4f1f-88ab-355fb4ba8c8e.png,,še,95,38
11649,ú-še-li-ma,721,b97d1e2c-6e94-438a-adc2-643139ac8c23,glyph_img/b97d1e2c-6e94-438a-adc2-643139ac8c23.png,,li,175,38
11650,i-nam-di-in,720,f162fbb1-4f30-4472-8108-b2ae96dddfe8,glyph_img/f162fbb1-4f30-4472-8108-b2ae96dddfe8.png,,in,158,38
11651,i-nam-di-in,719,73400db2-da49-4802-9bbb-cfd0402bd073,glyph_img/73400db2-da49-4802-9bbb-cfd0402bd073.png,,nam,169,38
11652,i-dan-nu,718,f8f69485-0ef6-43f1-afff-cd40ae3c051d,glyph_img/f8f69485-0ef6-43f1-afff-cd40ae3c051d.png,,nu,226,38
11653,i-dan-nu,717,d9961480-3770-4795-9eb0-717e9fa91c52,glyph_img/d9961480-3770-4795-9eb0-717e9fa91c52.png,,dan,126,38
11654,ki-i la,716,cef7be41-2bd6-4b65-8fdc-f29487e02b61,glyph_img/cef7be41-2bd6-4b65-8fdc-f29487e02b61.png,,ki,193,38
11655,ki-i la,715,a785b800-1a50-4afe-86f0-a2e2361c9070,glyph_img/a785b800-1a50-4afe-86f0-a2e2361c9070.png,,la,231,38
11656,i-šad-dad,714,0e9e9a8c-7a60-4613-ac38-69f65df8c350,glyph_img/0e9e9a8c-7a60-4613-ac38-69f65df8c350.png,,i,155,38
11657,i-šad-dad,713,c8122cd6-ad10-4b28-9d46-b2940ac75d84,glyph_img/c8122cd6-ad10-4b28-9d46-b2940ac75d84.png,,šad,230,38
11658,i-šad-dad,712,575ea719-39ae-46f4-97b7-41d6fd981f62,glyph_img/575ea719-39ae-46f4-97b7-41d6fd981f62.png,,dad,214,38
11659,d+AG-I,711,fedab82d-08fe-4f45-841d-f9e33f049551,glyph_img/fedab82d-08fe-4f45-841d-f9e33f049551.png,PN,I,155,37
11660,ITU.ŠE,710,ad618970-e671-4116-932c-bed8f5a4e6b6,glyph_img/ad618970-e671-4116-932c-bed8f5a4e6b6.png,,ŠE,95,37
11661,ITU.ŠE,709,81ddc9a3-bea9-442c-a982-5a8c5303dcb7,glyph_img/81ddc9a3-bea9-442c-a982-5a8c5303dcb7.png,,ITU,177,37
11662,I.E-gi-bi,708,054cea6d-2754-41da-9ab3-62e9d8606dd6,glyph_img/054cea6d-2754-41da-9ab3-62e9d8606dd6.png,PN,gi,98,37
11663,I.Na-di-nu,707,a473c11e-b231-46d5-9eda-acf9b2246daf,glyph_img/a473c11e-b231-46d5-9eda-acf9b2246daf.png,PN,di,192,37
11664,LÚ.UMBISAG,706,642c3602-1090-4d3d-bc48-4aef956613a6,glyph_img/642c3602-1090-4d3d-bc48-4aef956613a6.png,,UMBISAG,123,37
11665,ina ŠU.II,705,b52d1cc2-345b-4c20-b3f4-15a92c94f14c,glyph_img/b52d1cc2-345b-4c20-b3f4-15a92c94f14c.png,,ŠU,135,37
11666,LÚ.EN pi-qit-tu4,704,399399af-678f-4287-94e3-450623d35428,glyph_img/399399af-678f-4287-94e3-450623d35428.png,,tu4,164,37
11667,LÚ.EN pi-qit-tu4,703,4aeeb9cd-2190-495e-bdc7-3445fb130a3d,glyph_img/4aeeb9cd-2190-495e-bdc7-3445fb130a3d.png,,qit,122,37
11668,LÚ.EN pi-qit-tu4,702,998ded60-27e7-4055-9ffa-d8d7efdf380b,glyph_img/998ded60-27e7-4055-9ffa-d8d7efdf380b.png,,pi,139,37
11669,re-eš [..],701,7f3d6854-1314-4684-bf44-3888ee01bcf6,glyph_img/7f3d6854-1314-4684-bf44-3888ee01bcf6.png,,eš,57,37
11670,re-eš [..],700,ba4f612a-2e0d-440b-ae6d-d34d6a4d4be4,glyph_img/ba4f612a-2e0d-440b-ae6d-d34d6a4d4be4.png,,re,167,37
11671,u4-mu šá,699,2d26ae8a-1662-46f3-a005-272183bc9677,glyph_img/2d26ae8a-1662-46f3-a005-272183bc9677.png,,šá,11,37
11672,u4-mu,698,f5c3455e-c66e-4e89-a7f1-cd0a14c94a2d,glyph_img/f5c3455e-c66e-4e89-a7f1-cd0a14c94a2d.png,,mu,174,37
11673,i-nam-din-su-nu-[-ti?],697,ff40bf9c-1b51-4c30-b8f0-4187f47c3b4b,glyph_img/ff40bf9c-1b51-4c30-b8f0-4187f47c3b4b.png,,nam,169,37
11674,i-nam-din-su-nu-[ti?],696,11bf7a70-e575-4f2d-b2cf-d0f9b3937338,glyph_img/11bf7a70-e575-4f2d-b2cf-d0f9b3937338.png,,i,155,37
11675,TIN.TIR.KI,695,6ff85e25-7c7d-4131-adea-30d91fa2a32a,glyph_img/6ff85e25-7c7d-4131-adea-30d91fa2a32a.png,,KI,193,37
11676,TIN.TIR.KI,694,79e7e84f-efa5-4050-838e-390a83548a0c,glyph_img/79e7e84f-efa5-4050-838e-390a83548a0c.png,,TIR,85,37
11677,TIN.TIR.KI,693,af8d2a2e-0dbf-4db6-82cc-1908ca4ea5e9,glyph_img/af8d2a2e-0dbf-4db6-82cc-1908ca4ea5e9.png,,TIN,103,37
11678,a-na,692,b1689776-5679-435d-8e6b-d6febeca86e0,glyph_img/b1689776-5679-435d-8e6b-d6febeca86e0.png,,a,107,37
11679,ib-ba-kaš-šim-ma,691,28020700-ee9f-4d06-a0a3-1e67e2842988,glyph_img/28020700-ee9f-4d06-a0a3-1e67e2842988.png,,ma,133,37
11680,ib-ba-kaš-šim-ma,690,b201d70f-0c04-4fd9-89fb-f63e1f287cda,glyph_img/b201d70f-0c04-4fd9-89fb-f63e1f287cda.png,,šim,56,37
11681,ib-ba-kaš-šim-ma,689,09a9a482-7ce4-4aed-984a-793a36f74d27,glyph_img/09a9a482-7ce4-4aed-984a-793a36f74d27.png,,kaš,93,37
11682,ib-ba-kaš-šim-ma,688,77576d54-18e9-43f9-a586-1bd5639ee9d7,glyph_img/77576d54-18e9-43f9-a586-1bd5639ee9d7.png,,ba,182,37
11683,ib-ba-kaš-šim-ma,687,50c3ea27-f699-4dbb-af6f-069711f60bef,glyph_img/50c3ea27-f699-4dbb-af6f-069711f60bef.png,,ib,65,37
11684,3 GUR +,686,b95f26cf-d897-4ba8-ae1f-c694ceab6e9e,glyph_img/b95f26cf-d897-4ba8-ae1f-c694ceab6e9e.png,,GUR,147,36
11685,GIG.BA,685,0f4bcd0e-bef5-43cb-acb8-01369625da9d,glyph_img/0f4bcd0e-bef5-43cb-acb8-01369625da9d.png,,BA,182,36
11686,GIG.BA,684,4e9d76ce-785a-4b10-b1a6-5225aca41d29,glyph_img/4e9d76ce-785a-4b10-b1a6-5225aca41d29.png,,GIG,25,36
11687,te-lit,683,8f9e5661-050a-4932-b140-bcf9d23e39af,glyph_img/8f9e5661-050a-4932-b140-bcf9d23e39af.png,,lit,82,36
11688,te-lit,682,74a8e513-6421-4e48-b04b-36d03d0f7ded,glyph_img/74a8e513-6421-4e48-b04b-36d03d0f7ded.png,,te,81,36
11689,PAB 32 GUR 1 (b) 3 qa,681,2b330f4f-4421-48d7-9dcc-d414dedbd627,glyph_img/2b330f4f-4421-48d7-9dcc-d414dedbd627.png,,PAB,67,36
11690,MU.14.KAM,680,bdf3c968-73b7-4edc-be10-e75205488504,glyph_img/bdf3c968-73b7-4edc-be10-e75205488504.png,,KAM,97,35
11691,MU.14.KAM,679,4885fe21-1cef-4250-b627-a2aac623daa9,glyph_img/4885fe21-1cef-4250-b627-a2aac623daa9.png,,MU,174,35
11692,ŠE.ZÍZ.A.AN,678,15e26956-5f48-4d37-8579-b67bbd0241fa,glyph_img/15e26956-5f48-4d37-8579-b67bbd0241fa.png,,ZÍZ,132,35
11693,I.d+AG-A-PAB,677,b74ceebe-cb26-4457-b0ff-b420dc2362b7,glyph_img/b74ceebe-cb26-4457-b0ff-b420dc2362b7.png,PN,AG,234,35
11694,I.d+AG-A-PAB,676,4715b01c-c76d-4142-b240-dce69eabbc02,glyph_img/4715b01c-c76d-4142-b240-dce69eabbc02.png,PN,PAB,67,35
11695,I.NUMUN-a-a,675,af835f82-1885-4cec-b06f-fac1a2468c5b,glyph_img/af835f82-1885-4cec-b06f-fac1a2468c5b.png,PN,a,107,35
11696,I.NUMUN-a-a,674,22155512-6851-442e-90ad-19fb6c211c18,glyph_img/22155512-6851-442e-90ad-19fb6c211c18.png,PN,NUMUN,223,35
11697,I.d+EN-NUGUN-ir,673,183542c0-fdc2-4c73-8fbb-c9d272393464,glyph_img/183542c0-fdc2-4c73-8fbb-c9d272393464.png,PN,EN,233,35
11698,ina UGU PN,672,b2f85fa8-2f74-47fd-a658-3798534a7fe0,glyph_img/b2f85fa8-2f74-47fd-a658-3798534a7fe0.png,,UGU,187,35
11699,MU.20.KAM,671,ebaf6cc1-9225-4ca9-9a79-866ddf4dc78f,glyph_img/ebaf6cc1-9225-4ca9-9a79-866ddf4dc78f.png,,KAM,97,35
11700,A-šú šá,670,33d6c509-6bed-427d-a1a5-bccf6e6cbd62,glyph_img/33d6c509-6bed-427d-a1a5-bccf6e6cbd62.png,,šá,11,34
11701,A-šú šá,669,8b6a0e4b-6ca7-4468-b89e-d6dee4cd3301,glyph_img/8b6a0e4b-6ca7-4468-b89e-d6dee4cd3301.png,,A,107,34
11702,A-šú šá,668,f0d81dae-c597-4ef2-ac7e-749198a36ca6,glyph_img/f0d81dae-c597-4ef2-ac7e-749198a36ca6.png,,šú,113,34
11703,LUGAL,667,76b8c5a1-825b-46a2-87c1-1198a4900c4f,glyph_img/76b8c5a1-825b-46a2-87c1-1198a4900c4f.png,,LUGAL,72,34
11704,ŠU.II,666,4a13ac46-baba-4b29-97a6-0b983d200ab3,glyph_img/4a13ac46-baba-4b29-97a6-0b983d200ab3.png,with dualis,ŠU.II,135,34
11705,GIŠ.BAN,665,97539d5e-30af-452e-b830-13ae6763656c,glyph_img/97539d5e-30af-452e-b830-13ae6763656c.png,,BAN,22,34
11706,mah ta x,664,bd3953bf-27c2-4241-aafd-bacbf23efe57,glyph_img/bd3953bf-27c2-4241-aafd-bacbf23efe57.png,meaning unclear,mah,217,34
11707,MU.AN.NA,663,76feaf78-b5a9-4ef5-8a9e-3584ae9eac4f,glyph_img/76feaf78-b5a9-4ef5-8a9e-3584ae9eac4f.png,,MU,174,34
11708,ina pa-ni-šú,662,9c288bad-f4db-46be-87ce-ed84f8ad3068,glyph_img/9c288bad-f4db-46be-87ce-ed84f8ad3068.png,,ni,210,34
11709,ina pa-ni-šú,661,e7f3a764-e5f8-4e64-a9dd-68432c340e43,glyph_img/e7f3a764-e5f8-4e64-a9dd-68432c340e43.png,,pa,14,34
11710,ma-la,660,8d188f1f-e9e2-4e6b-9719-0d5c168dfba2,glyph_img/8d188f1f-e9e2-4e6b-9719-0d5c168dfba2.png,,la,231,34
11711,ma-la,659,8602c240-5e68-40fc-b4ab-29611e4fdb66,glyph_img/8602c240-5e68-40fc-b4ab-29611e4fdb66.png,,ma,133,34
11712,DUMU.MEŠ,658,9faa03da-cacc-4d74-8b6d-a0f966986124,glyph_img/9faa03da-cacc-4d74-8b6d-a0f966986124.png,,MEŠ,115,34
11713,DUMU.MEŠ,657,33cdb789-c107-4484-992d-7e965ca42d93,glyph_img/33cdb789-c107-4484-992d-7e965ca42d93.png,,DUMU,64,34
11714,d.GAŠAN šá UNUG.KI,656,3461120e-00b1-4ea3-bc12-3a3e03434cfa,glyph_img/3461120e-00b1-4ea3-bc12-3a3e03434cfa.png,,GAŠAN,52,34
11715,MÍ.ANŠE,655,ca8c764e-18ac-450a-9ca6-6527d4070dbc,glyph_img/ca8c764e-18ac-450a-9ca6-6527d4070dbc.png,,ANŠE,53,34
11716,UNUG.KI,654,690815bd-475a-4a57-83a5-42c3ce078e28,glyph_img/690815bd-475a-4a57-83a5-42c3ce078e28.png,,KI,193,34
11717,i-rid-di,653,80004894-46eb-4fae-9598-799d77ca1921,glyph_img/80004894-46eb-4fae-9598-799d77ca1921.png,,di,192,34
11718,i-rid-di,652,e8fa42a2-e808-460f-98f7-f67e2039ccd2,glyph_img/e8fa42a2-e808-460f-98f7-f67e2039ccd2.png,,rid,249,34
11719,i-rid-di,651,b8f4894e-6935-458a-add6-9811d1bb334b,glyph_img/b8f4894e-6935-458a-add6-9811d1bb334b.png,,i,155,34
11720,ul,650,1b3874f7-f01d-4b6c-8373-864cf66c494a,glyph_img/1b3874f7-f01d-4b6c-8373-864cf66c494a.png,,ul,189,34
11721,ul-te-bil,649,b2996444-1a45-49b8-92ec-1fef2aa206f3,glyph_img/b2996444-1a45-49b8-92ec-1fef2aa206f3.png,,bil,160,33
11722,ul-te-bil,648,1049c2ad-fb92-4105-96f9-2b75501e09a7,glyph_img/1049c2ad-fb92-4105-96f9-2b75501e09a7.png,,te,81,33
11723,ul-te-bil,647,96dea58c-3f0f-4b2d-bb2f-228e30be18f1,glyph_img/96dea58c-3f0f-4b2d-bb2f-228e30be18f1.png,,ul,189,33
11724,LÚ.taš-liš,646,bd2b63e9-e871-43b8-bad7-d13f1d79b1c1,glyph_img/bd2b63e9-e871-43b8-bad7-d13f1d79b1c1.png,,taš,108,33
11725,UD.UNUG.KI,645,09fea3d8-f57d-4ea3-8a31-e3ddbcea1909,glyph_img/09fea3d8-f57d-4ea3-8a31-e3ddbcea1909.png,,UD,138,33
11726,UD.UNUG.KI,644,e26c28e9-c0d4-4bf2-a0d5-ecf61a467db9,glyph_img/e26c28e9-c0d4-4bf2-a0d5-ecf61a467db9.png,,UNUG,162,33
11727,he-ru-tu,643,db8a0805-6ca4-4493-9c7e-776d2e4637c7,glyph_img/db8a0805-6ca4-4493-9c7e-776d2e4637c7.png,,tu,176,33
11728,he-ru-tu,642,10011443-500e-4184-b036-84ad95f91f15,glyph_img/10011443-500e-4184-b036-84ad95f91f15.png,,ru,173,33
11729,he-ru-tu,641,266e7986-e55d-4754-a7e7-ffa637742542,glyph_img/266e7986-e55d-4754-a7e7-ffa637742542.png,,he,141,33
11730,KI.LÁ,640,5a929322-9e33-4fdb-bdda-a4cb875d67d7,glyph_img/5a929322-9e33-4fdb-bdda-a4cb875d67d7.png,,KI,193,33
11731,MA.NA,639,dcdb3e54-6411-4112-9816-c299c40c3b49,glyph_img/dcdb3e54-6411-4112-9816-c299c40c3b49.png,,NA,172,33
11732,MA.NA,638,d8b338e2-23eb-4163-a04f-2365717e968b,glyph_img/d8b338e2-23eb-4163-a04f-2365717e968b.png,,MA,133,33
11733,AN.BAR,637,0577fc63-2809-445f-8ed6-919cdf384534,glyph_img/0577fc63-2809-445f-8ed6-919cdf384534.png,,BAR,1,33
11734,ha-lil,636,87ac7551-a8d4-4100-827c-60b2df490d1d,glyph_img/87ac7551-a8d4-4100-827c-60b2df490d1d.png,,ha,105,33
11735,3 mar AN.BAR,635,e0962bbe-466c-4286-a72b-77ee1e48967b,glyph_img/e0962bbe-466c-4286-a72b-77ee1e48967b.png,,mar,100,33
11736,I.Šu-zu-bu,634,7fb8ed02-b6d7-4e1e-99c2-1c0b83e7bff7,glyph_img/7fb8ed02-b6d7-4e1e-99c2-1c0b83e7bff7.png,PN,bu,137,32
11737,I-Šu-zu-bu,633,201bd194-e8eb-4a3d-bfe2-6dbb283129c4,glyph_img/201bd194-e8eb-4a3d-bfe2-6dbb283129c4.png,PN,zu,183,32
11738,qé-mu,632,5ba61f30-6f03-4bbe-8dea-a689ba54748b,glyph_img/5ba61f30-6f03-4bbe-8dea-a689ba54748b.png,,mu,174,32
11739,qé-mu,631,8f4fcc64-1616-4b0a-b1f5-af0fdbed169f,glyph_img/8f4fcc64-1616-4b0a-b1f5-af0fdbed169f.png,,qé,193,32
11740,ku-um,630,0b1bd67c-2dc9-4468-9fc0-6c3a62b138f1,glyph_img/0b1bd67c-2dc9-4468-9fc0-6c3a62b138f1.png,,ku,232,32
11741,ku-um,629,4da84500-08e7-440c-8756-a041b4ab784e,glyph_img/4da84500-08e7-440c-8756-a041b4ab784e.png,,um,153,32
11742,ZÚ.LUM.MA,628,20c7eb1c-0281-45d2-9849-00221c871a18,glyph_img/20c7eb1c-0281-45d2-9849-00221c871a18.png,,ZÚ,178,32
11743,3 qa,627,7a344926-8b86-4d97-bd1a-89599d406a1a,glyph_img/7a344926-8b86-4d97-bd1a-89599d406a1a.png,,qa,218,32
11744,ina pa-ni,626,4a57e7aa-1d0d-4418-8246-94fa71e33d75,glyph_img/4a57e7aa-1d0d-4418-8246-94fa71e33d75.png,,ni,210,31
11745,KÙ.BABBAR,625,8685a107-5518-4c5f-8868-236b2d793338,glyph_img/8685a107-5518-4c5f-8868-236b2d793338.png,,KÙ,116,31
11746,1/2 GÍN KÙ.BABBAR,624,c230154c-ad63-4f69-8d97-1f8d9c05bf95,glyph_img/c230154c-ad63-4f69-8d97-1f8d9c05bf95.png,,GÍN,17,31
11747,li-i-šú,623,d08abea5-95b9-4925-aad6-3f48f1f24e78,glyph_img/d08abea5-95b9-4925-aad6-3f48f1f24e78.png,,i,155,31
11748,li-i-šú,622,7c2d0067-9451-4eec-922e-1cc36dc72350,glyph_img/7c2d0067-9451-4eec-922e-1cc36dc72350.png,,li,175,31
11749,UZ.TUR,621,37dcdb8e-6808-4f30-ad07-72179fd90487,glyph_img/37dcdb8e-6808-4f30-ad07-72179fd90487.png,,TUR,64,31
11750,UZ.TUR,620,1f91bf44-5f48-46ca-9913-407bc81f3018,glyph_img/1f91bf44-5f48-46ca-9913-407bc81f3018.png,,UZ,102,31
11751,pa-šú-ra,619,ba3831f8-09d6-44ce-97aa-1e4beb1ab111,glyph_img/ba3831f8-09d6-44ce-97aa-1e4beb1ab111.png,,ra,127,31
11752,pa-šú-ra,618,7bcedf89-b856-4ae0-8416-da5e11dd3f4e,glyph_img/7bcedf89-b856-4ae0-8416-da5e11dd3f4e.png,,šú,113,31
11753,pa-šú-ra,617,c7391f26-9747-45a6-9484-73f969580def,glyph_img/c7391f26-9747-45a6-9484-73f969580def.png,,pa,14,31
11754,I.da-d.AMAR.UTU,616,0e87f3a9-5583-4e3d-bf50-df7e04c0b5c7,glyph_img/0e87f3a9-5583-4e3d-bf50-df7e04c0b5c7.png,PN,da,131,30
11755,I.d.EN-bul-liṭ-su,615,05d40000-3048-4dd6-a5cc-8ed86ee4790b,glyph_img/05d40000-3048-4dd6-a5cc-8ed86ee4790b.png,PN,liṭ,82,30
11756,I.d.EN-bul-liṭ-su,614,4eefc20c-46b3-45b3-995d-690c3a59d62f,glyph_img/4eefc20c-46b3-45b3-995d-690c3a59d62f.png,PN,su,181,30
11757,I.la-ba-ši,613,29dd7a99-d7bc-41a7-85be-448a0ee56ef0,glyph_img/29dd7a99-d7bc-41a7-85be-448a0ee56ef0.png,PN,ba,182,30
11758,I.la-ba-ši,612,35b38f4d-17ad-428a-888f-48b4b32e2f3e,glyph_img/35b38f4d-17ad-428a-888f-48b4b32e2f3e.png,PN,la,231,30
11759,[Ù]R.RA-šú-nu,611,ebae9044-65bf-47b7-847e-f98fbab6d967,glyph_img/ebae9044-65bf-47b7-847e-f98fbab6d967.png,,RA,127,30
11760,ITI.APIN,610,8aa2e5fd-5120-4f28-9f93-d4740c2aeece,glyph_img/8aa2e5fd-5120-4f28-9f93-d4740c2aeece.png,,APIN,220,30
11761,I.KAR-d.AMAR.UTU,609,79dd033f-cbed-4c64-8a00-da0458f6103e,glyph_img/79dd033f-cbed-4c64-8a00-da0458f6103e.png,PN,KAR,207,30
11762,I.ni-din-tu4-d.[AMAR.UT]U,608,f39c6b8e-1602-43de-ae7f-2d0b67704069,glyph_img/f39c6b8e-1602-43de-ae7f-2d0b67704069.png,PN,din,103,30
11763,I.d.UTU-MU-SI.SÁ,607,d48c659e-fd04-4cda-81a3-a0d9832c8150,glyph_img/d48c659e-fd04-4cda-81a3-a0d9832c8150.png,PN,SÁ,192,30
