,context,id,identifier,image,note,reading,sign,tablet
133,I.d.U.GUR-ŠEŠ-MU,12384,dad363b3-7fff-4a7a-b337-44402315b097__nbn-820,glyph_img/dad363b3-7fff-4a7a-b337-44402315b097__nbn-820.png,l.8 (pn),GUR,147,651
134,I.d.U.GUR-ŠEŠ-MU,12383,2a63955e-4bcb-49d8-93d6-a7b6a7b44390__nbn-820,glyph_img/2a63955e-4bcb-49d8-93d6-a7b6a7b44390__nbn-820.png,l.8 (pn),U,186,651
135,gi-re-e,12382,cd88685f-a2ca-4511-8271-2deb7d8bce14__nbk-402,glyph_img/cd88685f-a2ca-4511-8271-2deb7d8bce14__nbk-402.png,l.16,re,167,649
136,KI.MIN,12381,af436bf7-edde-4e5d-89d3-648d412a88ef__nbk-402,glyph_img/af436bf7-edde-4e5d-89d3-648d412a88ef__nbk-402.png,l.16,KI,193,649
137,li-pi,12380,241db41e-ac22-49ea-81eb-9d6040b29b52__nbk-402,glyph_img/241db41e-ac22-49ea-81eb-9d6040b29b52__nbk-402.png,l.14,li,175,649
138,KUŠ.nu-ú-ṭu,12379,239aea4e-7f64-4448-8b99-8e00ad3d9939__nbk-402,glyph_img/239aea4e-7f64-4448-8b99-8e00ad3d9939__nbk-402.png,l.13,ú,124,649
139,KUŠ.nu-ú-ṭu,12378,cc4744d8-b7f5-431a-abea-7e313e1e9bef__nbk-402,glyph_img/cc4744d8-b7f5-431a-abea-7e313e1e9bef__nbk-402.png,l.13,nu,226,649
140,I.IGI-ni-iá,12377,1758cebc-6e65-4a27-bc37-5121c493b586__nbk-402,glyph_img/1758cebc-6e65-4a27-bc37-5121c493b586__nbk-402.png,l.10 (pn),IGI,190,649
141,É PN,12376,6b9720d5-a88c-4850-88ff-eea019cfffa0__nbk-402,glyph_img/6b9720d5-a88c-4850-88ff-eea019cfffa0__nbk-402.png,l.10,É,136,649
142,ul-tu,12375,bce3e625-027b-46de-94e2-65cd3c0d9ea0__nbk-402,glyph_img/bce3e625-027b-46de-94e2-65cd3c0d9ea0__nbk-402.png,l.9,tu,176,649
143,ul-tu,12374,602a1108-ea30-46cf-b6a9-219992bf38e2__nbk-402,glyph_img/602a1108-ea30-46cf-b6a9-219992bf38e2__nbk-402.png,l.9,ul,189,649
144,15 GÍN KÙ.BABBAR,12373,63ed8977-1cda-4332-af89-cf0bee6a5639__nbk-402,glyph_img/63ed8977-1cda-4332-af89-cf0bee6a5639__nbk-402.png,l.9,GÍN,17,649
145,I.d+AG-GI,12372,b6e6d0ec-76ff-4587-93c5-26bfabd17164__nbk-402,glyph_img/b6e6d0ec-76ff-4587-93c5-26bfabd17164__nbk-402.png,l.7 (pn),GI,98,649
146,I.d+AG-GI,12371,7a30dd8d-d947-4585-8051-95268925731a__nbk-402,glyph_img/7a30dd8d-d947-4585-8051-95268925731a__nbk-402.png,l.7 (pn),d+AG,234,649
147,na-as-hu,12370,5e3ebc4e-3ef7-4815-95c9-68cab1c38e37__nbk-402,glyph_img/5e3ebc4e-3ef7-4815-95c9-68cab1c38e37__nbk-402.png,l.6,as,152,649
148,ITI.AB,12369,d1740ada-5bde-4070-916f-99043a99cb4e__nbk-402,glyph_img/d1740ada-5bde-4070-916f-99043a99cb4e__nbk-402.png,l.6 (MN),AB,150,649
149,ni-is-hu-tu4,12368,b4172c88-9c9e-4e95-ab1c-25e72dee7a4a__nbk-402,glyph_img/b4172c88-9c9e-4e95-ab1c-25e72dee7a4a__nbk-402.png,l.5,ni,210,649
150,KÙ.BABBAR,12367,f0884054-ef84-41a6-b925-0deab17be476__nbk-402,glyph_img/f0884054-ef84-41a6-b925-0deab17be476__nbk-402.png,l.5,BABBAR,138,649
151,KÙ.BABBAR,12366,f90bfef7-7286-42e8-8413-86e7372ac0ea__nbk-402,glyph_img/f90bfef7-7286-42e8-8413-86e7372ac0ea__nbk-402.png,l.5,KÙ,116,649
152,MA.NA,12365,68c5f24e-1b9f-4fa3-8925-0d958067b94f__nbk-402,glyph_img/68c5f24e-1b9f-4fa3-8925-0d958067b94f__nbk-402.png,l.5,NA,172,649
153,MA.NA,12364,43d3b28a-aec8-48d1-af76-e63cdb8b90bf__nbk-402,glyph_img/43d3b28a-aec8-48d1-af76-e63cdb8b90bf__nbk-402.png,l.5,MA,133,649
154,ni-ia-hu-tu4,12363,2fa2c0fa-fca2-49ec-b43a-b4afb37801bf__nbk-402,glyph_img/2fa2c0fa-fca2-49ec-b43a-b4afb37801bf__nbk-402.png,l.4,tu4,164,649
155,ni-ia-hu-tu4,12362,36994ae8-296a-4dee-b875-7e24c38a8034__nbk-402,glyph_img/36994ae8-296a-4dee-b875-7e24c38a8034__nbk-402.png,l.4,hu,170,649
156,ni-ia-hu-tu4,12361,bc48a64d-2a48-4a90-be57-8c22f3c58ce2__nbk-402,glyph_img/bc48a64d-2a48-4a90-be57-8c22f3c58ce2__nbk-402.png,l.4,is,15,649
157,MU.40.KAM,12360,0f3a196f-e169-4019-bf0c-5c6f1c5b2a95__nbk-402,glyph_img/0f3a196f-e169-4019-bf0c-5c6f1c5b2a95__nbk-402.png,l.1,KAM,97,649
158,MU.42.KAM,12359,73a713d2-acd8-4f1b-8516-15eb06cdb6b2__nbk-402,glyph_img/73a713d2-acd8-4f1b-8516-15eb06cdb6b2__nbk-402.png,l.3,MU,174,649
159,ITI.APIN,12358,fe943974-f0f4-4c32-a5fe-16a3cfce2e58__nbk-402,glyph_img/fe943974-f0f4-4c32-a5fe-16a3cfce2e58__nbk-402.png,l.3 (MN),APIN,220,649
160,IIT.APIN,12357,4baa5013-4969-49bb-b100-39ce53ad4e36__nbk-402,glyph_img/4baa5013-4969-49bb-b100-39ce53ad4e36__nbk-402.png,l.3 (MN),ITI,177,649
161,muh-hi,12356,a464fe3e-7174-47fa-863b-7f348ceb6f81__nbk-402,glyph_img/a464fe3e-7174-47fa-863b-7f348ceb6f81__nbk-402.png,l.3,hi,141,649
162,muh-hi,12355,73bc4aaf-cede-4ab1-ad4b-1522e44d7b11__nbk-402,glyph_img/73bc4aaf-cede-4ab1-ad4b-1522e44d7b11__nbk-402.png,l.3,muh,187,649
163,a-di,12354,f1cb24d8-6141-4824-9a38-76707629c02a__nbk-402,glyph_img/f1cb24d8-6141-4824-9a38-76707629c02a__nbk-402.png,l.3,di,192,649
164,TIN.TIR.KI,12353,cc808a6d-ef6e-40b2-99e9-64be195895bb__nbk-402,glyph_img/cc808a6d-ef6e-40b2-99e9-64be195895bb__nbk-402.png,l.2 (GN),TIR,85,649
165,TIN.TIR.KI,12352,e8755f1e-c3d9-4de9-be28-49eb505cde28__nbk-402,glyph_img/e8755f1e-c3d9-4de9-be28-49eb505cde28__nbk-402.png,l.2 (GN),TIN,103,649
166,LUGAL TIN.TIR.KI,12351,c4693c29-db97-4d87-83a2-ac2fc1277398__nbk-402,glyph_img/c4693c29-db97-4d87-83a2-ac2fc1277398__nbk-402.png,l.2,LUGAL,72,649
167,I.šu-la-a,12350,f5790542-fa9d-468a-b0d9-c9769b7fd028__ner-24,glyph_img/f5790542-fa9d-468a-b0d9-c9769b7fd028__ner-24.png,l.20 (pn),la,231,648
168,I.ba-ni-ia,12349,a72c0e07-3af0-490b-9f6c-2c8614b36931__ner-24,glyph_img/a72c0e07-3af0-490b-9f6c-2c8614b36931__ner-24.png,l.19 (pn),ni,210,648
169,LÚ.mu-kin-nu,12348,0baccb90-1c47-457e-99ed-c31a5108dfb1__ner-24,glyph_img/0baccb90-1c47-457e-99ed-c31a5108dfb1__ner-24.png,l.19,kin,86,648
170,im-mar,12347,dbbec3d0-c467-4139-80bd-6d72dadcc04d__ner-24,glyph_img/dbbec3d0-c467-4139-80bd-6d72dadcc04d__ner-24.png,l.18,im,144,648
171,it-ti,12346,b92e14f4-e361-40c3-956d-7c021d23af03__ner-24,glyph_img/b92e14f4-e361-40c3-956d-7c021d23af03__ner-24.png,l.17,ti,171,648
172,it-ti,12345,9e664ebf-14e1-4c33-9f1d-5cc9d58e3dfd__ner-24,glyph_img/9e664ebf-14e1-4c33-9f1d-5cc9d58e3dfd__ner-24.png,l.17,it,130,648
173,ki-na-a-a-tu4,12344,85d2f3f1-a541-4041-8467-f4bdac994216__ner-24,glyph_img/85d2f3f1-a541-4041-8467-f4bdac994216__ner-24.png,l.17,tu4,164,648
174,I.d+EN-MU-GAR-un,12343,1522203f-9ab1-497e-8bb5-890447263665__ner-24,glyph_img/1522203f-9ab1-497e-8bb5-890447263665__ner-24.png,l.16 (pn),un,121,648
175,I.d+EN-MU-GAR-un,12342,486c11d7-4ba2-4300-816d-0209ca9f371e__ner-24,glyph_img/486c11d7-4ba2-4300-816d-0209ca9f371e__ner-24.png,l.16 (pn),MU,174,648
176,I.d+EN-MU-GAR-un,12341,315999e8-9caa-4776-a5aa-ac187d0c9111__ner-24,glyph_img/315999e8-9caa-4776-a5aa-ac187d0c9111__ner-24.png,l.16 (pn),d+EN,233,648
177,ra-šu-ú,12340,6d907bc1-fa6d-493b-8284-718a7422cdee__ner-24,glyph_img/6d907bc1-fa6d-493b-8284-718a7422cdee__ner-24.png,l.15,ú,124,648
178,A-šú,12339,6fe2fc24-dbbc-4eff-8057-0ffa1a13fc3f__ner-24,glyph_img/6fe2fc24-dbbc-4eff-8057-0ffa1a13fc3f__ner-24.png,l.14,šú,113,648
179,MA.NA,12338,958a9850-6974-45c8-9ecb-c57163f7c039__ner-24,glyph_img/958a9850-6974-45c8-9ecb-c57163f7c039__ner-24.png,l.9,MA,133,648
180,KÙ.BABBAR,12337,087f429d-b1a6-4888-b229-831c55f70b12__ner-24,glyph_img/087f429d-b1a6-4888-b229-831c55f70b12__ner-24.png,l.8,KÙ,116,648
181,UR5.RA,12336,60c772e1-682c-428a-bede-b7dfba9e0a54__ner-24,glyph_img/60c772e1-682c-428a-bede-b7dfba9e0a54__ner-24.png,l.8,RA,127,648
182,UR5.RA,12335,0480b313-9167-48f5-9238-3a4e7bed58bd__ner-24,glyph_img/0480b313-9167-48f5-9238-3a4e7bed58bd__ner-24.png,l.8,UR5,185,648
183,I.d.DI.KUD-MU-MU,12334,89af29ec-639e-42f3-9d24-ef361db3c063__ner-24,glyph_img/89af29ec-639e-42f3-9d24-ef361db3c063__ner-24.png,l.7 (pn),KUD,180,648
184,I.d.DI.KUD-MU-MU,12333,ce532ed3-c8af-4da6-b1f6-a9d6788031ef__ner-24,glyph_img/ce532ed3-c8af-4da6-b1f6-a9d6788031ef__ner-24.png,l.7 (pn),DI,192,648
185,maš-ka-nu,12332,a73373e6-dc22-4631-a24e-64e082b60642__ner-24,glyph_img/a73373e6-dc22-4631-a24e-64e082b60642__ner-24.png,l.7,nu,226,648
186,maš-ka-nu,12331,ab3d5e6d-f4aa-49df-b479-ece27a35f4b5__ner-24,glyph_img/ab3d5e6d-f4aa-49df-b479-ece27a35f4b5__ner-24.png,l.7,ka,178,648
187,I.d+AG-DIN-su-iq-bi,12330,6e079b33-4da5-4aff-95ff-de23aa3b7874__ner-24,glyph_img/6e079b33-4da5-4aff-95ff-de23aa3b7874__ner-24.png,l.6 (pn),bi,93,648
188,I.d+AG-DIN-su-iq-bi,12329,33d921ea-c507-4b5a-95f1-39f543cad952__ner-24,glyph_img/33d921ea-c507-4b5a-95f1-39f543cad952__ner-24.png,l.6 (pn),iq,168,648
189,I.d+AG-DIN-su-iq-bi,12328,6c94efaf-6d65-42a6-bc4b-ed9a43f4e895__ner-24,glyph_img/6c94efaf-6d65-42a6-bc4b-ed9a43f4e895__ner-24.png,l.6 (pn),DIN,103,648
190,I.d+AG-DIN-su-iq-bi,12327,7b244c84-c736-4c50-94f4-8cae6a0ca711__ner-24,glyph_img/7b244c84-c736-4c50-94f4-8cae6a0ca711__ner-24.png,l.6 (pn),d+AG,234,648
191,,12326,dcf440ed-8fe9-4b5b-a1eb-f11d23cfc504__ner-24,glyph_img/dcf440ed-8fe9-4b5b-a1eb-f11d23cfc504__ner-24.png,,,239,648
192,LÚ.ŠU.I,12325,4b7ef879-fcc1-4193-924a-2eb2011616cc__ner-24,glyph_img/4b7ef879-fcc1-4193-924a-2eb2011616cc__ner-24.png,l.5,I,155,648
193,LÚ.ŠU.I,12324,39637e0b-b36d-48ca-aa80-de8af4a0cbf6__ner-24,glyph_img/39637e0b-b36d-48ca-aa80-de8af4a0cbf6__ner-24.png,l.5,ŠU,135,648
194,LÚ.ŠU.I,12323,7bafaed9-9c14-4bd0-8f4d-65b31096225d__ner-24,glyph_img/7bafaed9-9c14-4bd0-8f4d-65b31096225d__ner-24.png,l.5,LÚ,128,648
195,I.e-tel-lu,12322,7b0e3553-1d38-4da5-8026-50fe0f790789__ner-24,glyph_img/7b0e3553-1d38-4da5-8026-50fe0f790789__ner-24.png,l.4 (pn),tel,219,648
196,I.e-tel-lu,12321,a60781f5-50a7-4c6c-9f9a-4909cda88055__ner-24,glyph_img/a60781f5-50a7-4c6c-9f9a-4909cda88055__ner-24.png,l.4 (pn),e,119,648
197,DA É PN,12320,18b00336-7707-48bb-bf53-7143cef8f8ff__ner-24,glyph_img/18b00336-7707-48bb-bf53-7143cef8f8ff__ner-24.png,l.4,DA,131,648
198,É-su,12319,468963be-1b60-4e42-a548-5995b010d578__ner-24,glyph_img/468963be-1b60-4e42-a548-5995b010d578__ner-24.png,l.4,su,181,648
199,I.d.AMAR.UTU-na-din-MU,12318,9c6cffad-10c4-448a-bffa-657197733438__ner-24,glyph_img/9c6cffad-10c4-448a-bffa-657197733438__ner-24.png,l.3 (pn),MU,174,648
200,I.d.AMAR.UTU-na-din-MU,12317,6653150f-0b6e-4f94-9b6b-6f76e553c936__ner-24,glyph_img/6653150f-0b6e-4f94-9b6b-6f76e553c936__ner-24.png,l.3 (pn),din,103,648
201,I.d.AMAR.UTU-na-din-MU,12316,fc3c8c95-a69a-442d-a5a4-f429cea5bb87__ner-24,glyph_img/fc3c8c95-a69a-442d-a5a4-f429cea5bb87__ner-24.png,l.3 (pn),UTU,138,648
202,I.d.AMAR.UTU-na-din-MU,12315,fd26c8ce-de2e-41e8-817e-8bfa81aec982__ner-24,glyph_img/fd26c8ce-de2e-41e8-817e-8bfa81aec982__ner-24.png,l.3 (pn),AMAR,31,648
203,I.na-ba-a-a,12314,7ef228a6-747c-4d79-b57d-d8684fbeb468__ner-24,glyph_img/7ef228a6-747c-4d79-b57d-d8684fbeb468__ner-24.png,l.2 (pn),a,107,648
204,I.na-ba-a-a,12313,bce96464-3988-4fb3-89ce-20eb5e7fcc56__ner-24,glyph_img/bce96464-3988-4fb3-89ce-20eb5e7fcc56__ner-24.png,l.2 (pn),ba,182,648
205,I.na-ba-a-a,12312,a9c8e960-5bc1-4b1e-aea7-79fca8d00065__ner-24,glyph_img/a9c8e960-5bc1-4b1e-aea7-79fca8d00065__ner-24.png,l.2 (pn),na,172,648
206,I.NUMUN-ia,12311,b874f07a-c66c-4a39-8874-67b042b4bdbf__ner-24,glyph_img/b874f07a-c66c-4a39-8874-67b042b4bdbf__ner-24.png,l.2 (pn),ia,222,648
207,I.NUMUN-ia,12310,2075c4ed-1ec0-4f20-99b9-e4fe11163e7a__ner-24,glyph_img/2075c4ed-1ec0-4f20-99b9-e4fe11163e7a__ner-24.png,l.2 (pn),NUMUN,223,648
208,I.ZÁLAG-d.30,12309,e35a564a-5755-415c-bb1a-00ebc0c16147__camb-422,glyph_img/e35a564a-5755-415c-bb1a-00ebc0c16147__camb-422.png,l.6 (pn),ZÁLAG,140,647
209,ŠU.II,12308,ef4b65cd-901d-438b-8ea9-1dae0c5dbcd1__camb-422,glyph_img/ef4b65cd-901d-438b-8ea9-1dae0c5dbcd1__camb-422.png,l.5,ŠU,135,647
210,mah-ru-ú,12307,d691db20-2fe7-4868-ab5c-7c0934d74d89__camb-422,glyph_img/d691db20-2fe7-4868-ab5c-7c0934d74d89__camb-422.png,l.4,ú,124,647
211,mah-ru-ú,12306,182eae30-7182-4c52-8c03-d44bdecb56fe__camb-422,glyph_img/182eae30-7182-4c52-8c03-d44bdecb56fe__camb-422.png,l.4,ru,173,647
212,mah-ru-ú,12305,fdd6e13e-a1a5-47af-9a04-44ec062eb112__camb-422,glyph_img/fdd6e13e-a1a5-47af-9a04-44ec062eb112__camb-422.png,l.4,mah,217,647
213,I-d+EN-BA-šá,12304,7ff94547-193a-491d-8bca-717d5e628f75__camb-422,glyph_img/7ff94547-193a-491d-8bca-717d5e628f75__camb-422.png,l.3 (pn),šá,11,647
214,I-d+EN-BA-šá,12303,c3986a6e-710b-4d1d-8ebb-b2622b4d4fda__camb-422,glyph_img/c3986a6e-710b-4d1d-8ebb-b2622b4d4fda__camb-422.png,l.3 (pn),BA,182,647
215,I-d+EN-BA-šá,12302,bc5f3495-1bd4-4f00-8784-bb70c24706b4__camb-422,glyph_img/bc5f3495-1bd4-4f00-8784-bb70c24706b4__camb-422.png,l.3 (pn),d+EN,233,647
216,muh-hi,12301,c6dba6ee-94d8-4bc2-bebc-2d17aafde193__camb-422,glyph_img/c6dba6ee-94d8-4bc2-bebc-2d17aafde193__camb-422.png,l.3,hi,141,647
217,muh-hi,12300,3abb1457-a819-466f-b0b6-2d54546d2ab0__camb-422,glyph_img/3abb1457-a819-466f-b0b6-2d54546d2ab0__camb-422.png,l.3,muh,187,647
218,ú-ìl-tì.MEŠ,12299,2e3dffdf-9744-4a2a-8b9b-a374e9756444__camb-422,glyph_img/2e3dffdf-9744-4a2a-8b9b-a374e9756444__camb-422.png,l.2,MEŠ,115,647
219,ú-ìl-tì.MEŠ,12298,a6210d4b-f529-492f-9088-30fb91d492ef__camb-422,glyph_img/a6210d4b-f529-492f-9088-30fb91d492ef__camb-422.png,l.2,ú,124,647
220,e-lat,12297,bac5aba1-b349-4090-b630-bdee23e08e63__camb-422,glyph_img/bac5aba1-b349-4090-b630-bdee23e08e63__camb-422.png,l.2,lat,230,647
221,ú-ìl-tì,12296,412b3c0d-db8a-492f-88c4-2f33940c988e__camb-422,glyph_img/412b3c0d-db8a-492f-88c4-2f33940c988e__camb-422.png,l.1,ìl,179,647
222,TIN.TIR.KI,12295,41aa0f1f-604f-44c7-8912-2b8492b0ee62__nbn-700,glyph_img/41aa0f1f-604f-44c7-8912-2b8492b0ee62__nbn-700.png,l.19 (GN),TIR,85,646
223,LUGAL TIN.TIR.KI,12294,4cf3b253-8fba-4b89-a4fd-b08f6fb65ab7__nbn-700,glyph_img/4cf3b253-8fba-4b89-a4fd-b08f6fb65ab7__nbn-700.png,l.19,LUGAL,72,646
224,UD.21.KAM,12293,56f225d1-65d1-49c9-8da1-4775698a82ee__nbn-700,glyph_img/56f225d1-65d1-49c9-8da1-4775698a82ee__nbn-700.png,l.18,KAM,97,646
225,ITI.GU4,12292,76c50744-25f8-4bb2-9e8a-eeaeb766f900__nbn-700,glyph_img/76c50744-25f8-4bb2-9e8a-eeaeb766f900__nbn-700.png,l.17 (MN),GU4,54,646
226,ITI.GU4,12291,e19f11ea-2bf8-4073-9cec-88b615c28874__nbn-700,glyph_img/e19f11ea-2bf8-4073-9cec-88b615c28874__nbn-700.png,l.17 (MN),ITI,177,646
227,LÚ.UMBISAG,12290,c38c6fb3-d758-48d1-8736-2807b628db0f__nbn-700,glyph_img/c38c6fb3-d758-48d1-8736-2807b628db0f__nbn-700.png,l.16,UMBISAG,123,646
228,iš-kun,12289,f46a7e1a-89be-4e54-94e2-e76017721ac2__nbn-700,glyph_img/f46a7e1a-89be-4e54-94e2-e76017721ac2__nbn-700.png,l.10,iš,229,646
229,I.BA-šá-a,12288,04f28900-252e-4afd-8949-34d146a4c95c__nbn-700,glyph_img/04f28900-252e-4afd-8949-34d146a4c95c__nbn-700.png,l.9 (pn),a,107,646
230,I.BA-šá-a,12287,75353cb5-f52b-4170-92e8-1f2671e94b42__nbn-700,glyph_img/75353cb5-f52b-4170-92e8-1f2671e94b42__nbn-700.png,l.9 (pn),BA,182,646
231,ina IGI,12286,92f038c8-8c4a-46f2-8c63-9c371379d1b0__nbn-700,glyph_img/92f038c8-8c4a-46f2-8c63-9c371379d1b0__nbn-700.png,l.8,IGI,190,646
232,ina,12285,54d993c2-670b-47b6-a1e3-96ca25477a41__nbn-700,glyph_img/54d993c2-670b-47b6-a1e3-96ca25477a41__nbn-700.png,l.8,ina,206,646
233,maš-ka-nu-šú,12284,6dd70f6e-1f37-4615-b803-463aea013f13__nbn-700,glyph_img/6dd70f6e-1f37-4615-b803-463aea013f13__nbn-700.png,l.8,šú,113,646
234,maš-ka-nu-šú,12283,995621ce-254c-4bb1-aa30-86f4d66f1b5c__nbn-700,glyph_img/995621ce-254c-4bb1-aa30-86f4d66f1b5c__nbn-700.png,l.8,nu,226,646
235,ŠE.BAR,12282,9801b79a-0093-4de4-9f29-1a39652b21b1__nbn-700,glyph_img/9801b79a-0093-4de4-9f29-1a39652b21b1__nbn-700.png,l.7,BAR,1,646
236,ŠE.BAR,12281,65756003-7974-4fe2-8c3d-41d5ccb7c1e9__nbn-700,glyph_img/65756003-7974-4fe2-8c3d-41d5ccb7c1e9__nbn-700.png,l.7,ŠE,95,646
237,ù,12280,8c090b2d-da30-4ef7-8529-3f469ac4e761__nbn-700,glyph_img/8c090b2d-da30-4ef7-8529-3f469ac4e761__nbn-700.png,l.7,ù,191,646
238,2 GÍN KÙ.BABBAR,12279,a105bf11-bae1-4e6e-af83-7ce3bbba0d23__nbn-700,glyph_img/a105bf11-bae1-4e6e-af83-7ce3bbba0d23__nbn-700.png,l.6,GÍN,17,646
239,a-ki-i,12278,7962c0e4-3d71-4dfb-9766-330d19c6984f__nbn-700,glyph_img/7962c0e4-3d71-4dfb-9766-330d19c6984f__nbn-700.png,l.6,ki,193,646
240,I.d+AG-ŠEŠ.MEŠ-DIN-iṭ,12277,b4c2c8e9-4bd9-4b56-b5ab-66b3e0e357ea__nbn-700,glyph_img/b4c2c8e9-4bd9-4b56-b5ab-66b3e0e357ea__nbn-700.png,l.5 (pn),iṭ,130,646
241,I.d+AG-ŠEŠ.MEŠ-DIN-iṭ,12276,599c5143-8805-4f5d-a745-9443ef0d487b__nbn-700,glyph_img/599c5143-8805-4f5d-a745-9443ef0d487b__nbn-700.png,l.5 (pn),DIN,103,646
242,I.d+AG-ŠEŠ.MEŠ-DIN-iṭ,12275,e3b08d66-0513-4c63-a42c-27f633e0366f__nbn-700,glyph_img/e3b08d66-0513-4c63-a42c-27f633e0366f__nbn-700.png,l.5 (pn),MEŠ,115,646
243,I.d+AG-ŠEŠ.MEŠ-DIN-iṭ,12274,3b3864e8-b340-44c8-a4d6-5788bae9bf47__nbn-700,glyph_img/3b3864e8-b340-44c8-a4d6-5788bae9bf47__nbn-700.png,l.5 (pn),ŠEŠ,129,646
244,DUMU.SAL-su,12273,922c44ca-150f-49a4-8fd5-d1a48b1bc5b7__nbn-700,glyph_img/922c44ca-150f-49a4-8fd5-d1a48b1bc5b7__nbn-700.png,l.5,su,181,646
245,f.é-sag-íl-ra-mat,12272,9effc37a-da80-4c03-8891-5cc10015d329__nbn-700,glyph_img/9effc37a-da80-4c03-8891-5cc10015d329__nbn-700.png,l.4 (f.pn),é,136,646
246,f.é-sag-íl-ra-mat,12271,62f2009b-3a89-4aa3-8361-1453fe4f1837__nbn-700,glyph_img/62f2009b-3a89-4aa3-8361-1453fe4f1837__nbn-700.png,l.4 (f.pn),f,60,646
247,PN u PN,12270,c5ff0162-013f-4d45-bce4-7ca0dc83e96f__nbn-700,glyph_img/c5ff0162-013f-4d45-bce4-7ca0dc83e96f__nbn-700.png,l.4,u,186,646
248,I.SAG.DU-ni-tu4,12269,79dbad61-f0c9-434a-8ceb-643af23e37cb__nbn-700,glyph_img/79dbad61-f0c9-434a-8ceb-643af23e37cb__nbn-700.png,l.4 (pn),tu4,164,646
249,I.SAG.DU-ni-tu4,12268,5423004b-7f11-4ac9-b634-4dfaa1d831b3__nbn-700,glyph_img/5423004b-7f11-4ac9-b634-4dfaa1d831b3__nbn-700.png,l.4 (pn),ni,210,646
250,I.SAG.DU-ni-tu4,12267,a84d3f35-1231-46fd-a4d0-c152089ebdba__nbn-700,glyph_img/a84d3f35-1231-46fd-a4d0-c152089ebdba__nbn-700.png,l.4 (pn),DU,163,646
251,I.SAG.DU-ni-tu4,12266,bcba7b4a-497c-4613-9191-4676ecc60052__nbn-700,glyph_img/bcba7b4a-497c-4613-9191-4676ecc60052__nbn-700.png,l.4 (pn),SAG,149,646
252,I.d+AG-ŠEŠ.MEŠ-MU,12265,1aac2599-bb50-4515-ba5e-79743f50a316__nbn-700,glyph_img/1aac2599-bb50-4515-ba5e-79743f50a316__nbn-700.png,l.3 (pn),MU,174,646
253,I.d+AG-ŠEŠ.MEŠ-MU,12264,74f16595-376e-49e3-b1ef-b17a00c8a06a__nbn-700,glyph_img/74f16595-376e-49e3-b1ef-b17a00c8a06a__nbn-700.png,l.3 (pn),MEŠ,115,646
254,I.d+AG-ŠEŠ.MEŠ-MU,12263,c76916bf-dc32-4c14-b3d8-d62e5c588721__nbn-700,glyph_img/c76916bf-dc32-4c14-b3d8-d62e5c588721__nbn-700.png,l.3 (pn),ŠEŠ,129,646
255,I.si-lim-d+EN,12262,67679102-e239-4504-a5c2-1bdcc406b645__nbn-700,glyph_img/67679102-e239-4504-a5c2-1bdcc406b645__nbn-700.png,l.3 (pn),d+EN,233,646
256,I.si-lim-d+EN,12261,6e04a03f-52cb-460c-8b45-59c37244139f__nbn-700,glyph_img/6e04a03f-52cb-460c-8b45-59c37244139f__nbn-700.png,l.3 (pn),lim,190,646
257,I.si-lim-d+EN,12260,475130b9-e489-4c99-9ed3-a404074edc22__nbn-700,glyph_img/475130b9-e489-4c99-9ed3-a404074edc22__nbn-700.png,l.3 (pn),si,148,646
258,qal-lat-su,12259,8142bac6-ce06-4926-8c84-0451d86f95af__nbn-700,glyph_img/8142bac6-ce06-4926-8c84-0451d86f95af__nbn-700.png,l.2,lat,230,646
259,qal-lat-su,12258,ac16c486-7588-4f40-ab8d-2c9df502e026__nbn-700,glyph_img/ac16c486-7588-4f40-ab8d-2c9df502e026__nbn-700.png,l.2,qal,73,646
260,f.d.áš-ka-‘-i-ti-KAM,12257,5ceae521-9340-4aed-aba7-7136f05acbfc__nbn-700,glyph_img/5ceae521-9340-4aed-aba7-7136f05acbfc__nbn-700.png,l.2 (f.pn),i,155,646
261,f.d.áš-ka-i‘-i-ti-KAM,12256,f57a5e6d-ce0c-46de-a254-9feb1226510c__nbn-700,glyph_img/f57a5e6d-ce0c-46de-a254-9feb1226510c__nbn-700.png,l.2 (f.pn),i',142,646
262,f.d.áš-ka-‘-i-ti-KAM,12255,41659129-e750-4fb7-96bd-2c9375ec13e3__nbn-700,glyph_img/41659129-e750-4fb7-96bd-2c9375ec13e3__nbn-700.png,l.2 (f.pn),ka,178,646
263,f.d.áš-ka-‘-i-ti-KAM,12254,7c0455fb-16c7-4208-9081-473ec7584635__nbn-700,glyph_img/7c0455fb-16c7-4208-9081-473ec7584635__nbn-700.png,l.2 (f.pn),áš,132,646
264,I.ar-ra-bi,12253,9d5a52d4-4aac-4ffe-aa21-9e0df70a5e27__nbn-700,glyph_img/9d5a52d4-4aac-4ffe-aa21-9e0df70a5e27__nbn-700.png,l.1 (pn),bi,93,646
265,I.ar-ra-bi,12252,d30297a3-562d-4e00-89d6-c79b0e353e62__nbn-700,glyph_img/d30297a3-562d-4e00-89d6-c79b0e353e62__nbn-700.png,l.1 (pn),ra,127,646
266,I.ar-ra-bi,12251,614d2f1f-eb87-43e4-a123-f0d8841ce02d__nbn-700,glyph_img/614d2f1f-eb87-43e4-a123-f0d8841ce02d__nbn-700.png,l.1 (pn),ar,41,646
